"Handle","URL","Current Title","Current Description (first 200 chars)","Current Meta Description","Has JSON-LD","JSON-LD Type","Has Brand in JSON-LD","Has Reviews in JSON-LD","Has Offers in JSON-LD","Tag Count","Variant Count","Image Count","Recommended Title","Recommended Meta Description","Optimization Notes"
"on-the-court-13in-skirt-13","https://tascperformance.com/products/on-the-court-13in-skirt-13","On the Court 13in Skirt","Elevate your on-court style with our On The Court 13in tennis skirt. Crafted for optimal performance, this skirt features moisture-wicking fabric in the inner lining to keep you cool and comfortable d","Elevate your on-court style with our On The Court 13in tennis skirt. Crafted for optimal performance, this skirt features moisture-wicking fabric in the inner lining to keep you cool and comfortable during intense matches. Its versatile design transitions effortlessly from the court to post-match activities and running","Yes","Product","Yes","No","Yes","23","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"recess-fitness-t-shirt-3","https://tascperformance.com/products/recess-fitness-t-shirt-3","Recess Fitness T-Shirt","This wear-anywhere, do-everything Recess Fitness T-shirt is made for those on the move. It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees ","This wear-anywhere, do-everything Recess Fitness T-shirt is made for those on the move.  It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees that you can rely on day in and day out.  Made with lightweight, breathable, moisture-wicking bamboo fabrication, this ","Yes","Product","Yes","No","Yes","23","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"odyssey-rec-short-5","https://tascperformance.com/products/odyssey-rec-short-5","Odyssey Rec Short","The Odyssey rec short is your go-to for everyday adventure. Designed with a mid-rise drawstring waistband and essential back zip pockets, it's as stylish as it is versatile and made to be your new fav","The Odyssey rec short is your go-to for everyday adventure. Designed with a mid-rise drawstring waistband and essential back zip pockets, it's as stylish as it is versatile and made to be your new favorite shorts you reach for day after day.  Perfect for to + from, long leisure walks, weekend hikes, and beyond. Style #","Yes","Product","Yes","No","Yes","21","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"cloud-performance-polo-air-stripe-3","https://tascperformance.com/products/cloud-performance-polo-air-stripe-3","Cloud Polo Air Stripe","Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all","Our Men's Cloud Golf Polo Sun Heather Air Stripe utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","Yes","Product","Yes","No","Yes","26","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"cloud-performance-polo-air-stripe-2","https://tascperformance.com/products/cloud-performance-polo-air-stripe-2","Cloud Polo Air Stripe","Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all","Our Men's Cloud Golf Polo Waves Heather Air Stripe utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","Yes","Product","Yes","No","Yes","25","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"french-terry-polo-sweatshirt-stripe","https://tascperformance.com/products/french-terry-polo-sweatshirt-stripe","French Terry Polo Sweatshirt - Stripe","Elevate your casual wardrobe with the French Terry Polo Sweatshirt. Crafted from soft French terry, this relaxed-fit style features a self polo collar for a laid-back yet polished look. The raw edge h","Elevate your casual wardrobe with the French Terry Polo Sweatshirt. Crafted from soft French terry, this relaxed-fit style features a self polo collar for a laid-back yet polished look. The raw edge hem at the sleeves and bottom adds a touch of modern, effortless detail. Perfect for layering or wearing on its own, this","Yes","Product","Yes","No","Yes","36","5","5","","","Add reviews/ratings to JSON-LD"
"breezy-knit-13in-skirt-1","https://tascperformance.com/products/breezy-knit-13in-skirt-1","Breezy Knit 13in Skirt","Effortless elegance meets peak performance. The Breezy 13"" Knit Skirt blends style and function with a chic crossover front, built-in shorts with pockets, and UPF 50+ sun protection. Designed for the ","Effortless elegance meets peak performance. The Breezy 13"" Knit Skirt blends style and function with a chic crossover front, built-in shorts with pockets, and UPF 50+ sun protection. Designed for the course, the court, the club, and everywhere in between, it pairs perfectly with our Breezy Sleeveless Polo for a polishe","Yes","Product","Yes","No","Yes","23","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"breezy-sleeveless-polo-2","https://tascperformance.com/products/breezy-sleeveless-polo-2","Breezy Sleeveless Polo","Stay cool, protected, and stylish in the Breezy Sleeveless Polo—designed for elite performance on the course, the court, and at the club. Made with temperature-regulating bamboo and UPF 50+ sun protec","Stay cool, protected, and stylish in the Breezy Sleeveless Polo—designed for elite performance on the course, the court, and at the club. Made with temperature-regulating bamboo and UPF 50+ sun protection, it features a sleek zip front for a modern touch. Pair with the Breezy 13"" Knit Skirt for the perfect look! #TW100","Yes","Product","Yes","No","Yes","21","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"sculptive-racer-back-tank-with-built-in-bra-4","https://tascperformance.com/products/sculptive-racer-back-tank-with-built-in-bra-4","Sculptive Racer Back Tank with Built in Bra","Our Sculptive Racer Back tank combines comfort and support effortlessly. Crafted from lightweight fabric, it's perfect for easy, breezy wear. The built-in bra adds extra convenience and ensures a secu","Our Sculptive Racer Back tank combines comfort and support effortlessly. Crafted from lightweight fabric, it's perfect for easy, breezy wear. The built-in bra adds extra convenience and ensures a secure fit, making it your go-to choice for active days or relaxed outings. Enjoy the freedom of movement and comfort in sty","Yes","Product","Yes","No","Yes","43","5","5","","","Add reviews/ratings to JSON-LD"
"recess-7in-unlined-short-8","https://tascperformance.com/products/recess-7in-unlined-short-8","Recess 7in Unlined Short","Allow us to reintroduce ourselves - meet the newly updated Recess 7in Unlined Short. Sometimes less is more. We've made this style for those who prefer a lightweight, no-fuss, unlined short for high-i","The Recess Shorts Marine Blue are made to run, train, stretch, and beyond. Built-in liner phone pocket and bonus side zip pocket.","Yes","Product","Yes","No","Yes","23","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"recess-5in-2-in-1-short-5","https://tascperformance.com/products/recess-5in-2-in-1-short-5","Recess 5in 2-in-1 Short","The Recess 5in 2-in-1 Short is a bestseller for a reason. We created the lightest workout shorts out there, loaded with everything you need to do it all - running, training, working out, stretching, a","The Recess Shorts Marine Blue are made to run, train, stretch, and beyond. Built-in liner phone pocket, bonus side zip pocket, buttery soft bamboo liner.","Yes","Product","Yes","No","Yes","24","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"recess-7in-2-in-1-short-12","https://tascperformance.com/products/recess-7in-2-in-1-short-12","Recess 7in 2-in-1 Short","The Recess 7"" 2-in-1 Shorts are made to do it all. Run, train, stretch, and beyond - the Recess short can tackle your toughest workouts with its essential design features. Keep your valuables safe wit","The Recess Shorts Marine Blue are made to run, train, stretch, and beyond. Built-in liner phone pocket, bonus side zip pocket, buttery soft bamboo liner.","Yes","Product","Yes","No","Yes","27","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"recess-7in-unlined-short-7","https://tascperformance.com/products/recess-7in-unlined-short-7","Recess 7in Unlined Short","Allow us to reintroduce ourselves - meet the newly updated Recess 7in Unlined Short. Sometimes less is more. We've made this style for those who prefer a lightweight, no-fuss, unlined short for high-i","The Recess Shorts Waves are made to run, train, stretch, and beyond. Built-in liner phone pocket and bonus side zip pocket.","Yes","Product","Yes","No","Yes","22","5","6","","","Add reviews/ratings to JSON-LD; Title may be too short"
"cloud-performance-polo-4","https://tascperformance.com/products/cloud-performance-polo-4","Cloud Polo","Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all","Our Men's Cloud Golf Polo Waves Heather utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","Yes","Product","Yes","No","Yes","25","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"all-day-v-neck-t-shirt-2","https://tascperformance.com/products/all-day-v-neck-t-shirt-2","All Day V-Neck T-Shirt","The search for the best v-neck t-shirt ends here! We've taken your favorite classic v-neck and fine-tuned it for an even more perfect fit and feel. Introducing the All Day V-Neck T-Shirt, the ultimate","The search for the best v-neck t-shirt ends here! We've taken your favorite classic v-neck and fine-tuned it for an even more perfect fit and feel. Introducing the All Day V-Neck T-Shirt, the ultimate in comfort and versatility. This best v-neck t-shirt is designed to be your go-to for everyday wear, anywhere you roam.","Yes","Product","Yes","No","Yes","24","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
